Inlet TDS (kg/L),Flow (L/s),CAPEX (kUSD/year),OPEX (kUSD/year),Li Efficiency (%),Status
6.6687352862794,0.007103514587079422,4.239167791546087,20.345660795385765,39.176597810725845,1.0
3.970655885776002,0.00825931266817401,3.74327243081024,16.008739078667762,38.05026687075488,1.0
6.6144810952923345,0.00819763497635325,4.237685352215168,22.469683649863846,39.65286747667506,1.0
9.048099309365412,0.0022268865544065974,4.630806701191174,14.08315048967708,40.05109582639636,1.0
1.304925590909268,0.008031565678128705,1.9882381217862215,5.758698679466545,28.71677984481133,1.0
2.3569916221692826,0.0020855888771187155,2.08709759262517,4.394832288589183,34.67510730393964,1.0
12.761771713846194,0.004707915204354493,5.335833038463888,23.99812677239664,37.97807350259217,1.0
3.9379256643863747,0.006174271841496062,3.7274434642415954,13.457180776751342,37.45754196287188,1.0
4.267805990143988,0.00699120369131549,3.7924679229382194,15.117020909120004,38.0234789444416,1.0
3.5102518127734648,0.004475489219771079,3.641561381149467,10.853429713274837,37.253486403569056,1.0
6.572803318349247,0.00883169601787278,4.234893804719784,23.688107269857014,39.92309969087528,1.0
7.30481324430199,0.0029176627877190017,0.0,0.0,0.0,0.0
2.045257319916245,0.0011640140984850017,1.5665625132614596,3.051949712269497,38.87951218890257,1.0
13.9010855555908,0.008066080691638309,5.598950560952747,38.44083224273931,39.50551414951472,1.0
19.583851163801132,0.006031433227778401,6.614419071358705,39.41359521266887,37.95364530164589,1.0
16.629612218301173,0.0015368082242680672,5.984599511667577,19.174476385315035,42.391414162967,1.0
9.84329844853547,0.0070207050648890415,4.828096084415482,26.432501070969316,39.18369396943506,1.0
12.676333627058497,0.0014792962223233394,0.0,0.0,0.0,0.0
15.167959081758983,0.002429176962425655,5.737244075745282,19.933139322220804,39.20534407634496,1.0
19.48384874019365,0.0028204718517217914,6.5246012369534725,25.019330774670347,38.21692752102123,1.0
7.223204708463565,0.005527079805216344,4.328896705631127,18.141372428896116,38.574758783391985,1.0
19.30652707714065,0.003538196506973505,0.0,0.0,0.0,0.0
4.427768041221675,0.0038372560354811955,3.8060418106981606,12.100947100161388,39.61393695294627,1.0
6.017985609973922,0.00736703125986774,4.120121354764372,19.491676903161245,39.16482238284627,1.0
19.677355806029198,0.008952878078133383,6.699847319918036,56.14161657204103,39.72751713008737,1.0
10.09518015336246,0.005178769527866293,4.853213951305711,21.68836529104673,38.345312899077996,1.0
4.873935743810895,0.008927662598934401,3.9162763287748805,19.38152737665955,39.264734351314125,1.0
6.2555350863970585,0.002731337141044286,4.130994561431667,12.270258163567659,39.435956992595194,1.0
5.397957803727474,0.005421801384568885,3.99243817276852,15.016713646169222,38.27309880979289,1.0
14.697595129252491,0.00910365719810343,5.766204787690567,44.834104131525,40.05676610798266,1.0
6.74447342181175,0.00524408908830647,4.238618288387789,16.838530051382076,38.45828961156471,1.0
3.0631451299852217,0.004871593182301971,3.561231554252599,9.644547281266224,33.18326877636019,1.0
10.917657254841894,0.00998327126520459,5.066482726764774,38.47578041590817,40.67348631270189,1.0
18.056495642132663,0.0019047071991676113,6.248014956972081,21.117774749012792,40.651379120354754,1.0
1.7976045294204042,0.0014335266792810933,1.4380834292106417,2.870544787076785,37.13366654423268,1.0
4.3318669637468465,0.004841475908846336,3.7935398971522165,12.639308524273645,37.87498082692435,1.0
17.940100435428157,0.001585287641745366,0.0,0.0,0.0,0.0
7.4824196691768785,0.009689584772380393,4.413578829281328,28.054015624180362,40.4379175587597,1.0
3.0141416121677964,0.001933757872226727,2.6086477019105176,5.426560475173514,35.09500644165002,1.0
15.725101155702944,0.00873200166893581,5.952531271778187,45.56429152141918,39.78855676403334,1.0
6.15442441698762,0.0012157143685700817,4.102395019773579,9.174282108337037,41.88319483558011,1.0
6.404766461959817,0.0016555077877295128,4.150332362703907,11.08750577373141,42.77320964226206,1.0
13.496491622847772,0.00927341009235743,5.542924157973571,42.576867701539584,40.20948114462304,1.0
18.453143051585414,0.005274603827791065,6.389557212643159,33.976418042496206,37.674393328843266,1.0
7.621834611429542,0.0054344086643142,4.401418697143868,18.578200404189378,38.549711593355276,1.0
10.610705263871623,0.003022635617165982,4.921862819582671,17.012075386382786,38.595245779395334,1.0
18.438676925631444,0.001619042835736795,6.31095054943851,20.772931673575563,41.9275417213372,1.0
16.19670621555443,0.0070562839074121905,6.0087295159494465,38.61937427922077,38.76745824513508,1.0
2.664953608389701,0.0073753357473685536,3.496051187313552,11.6225912617941,33.857440655661236,1.0
2.9662743582111566,0.004039510462356462,3.2158546047946155,8.206204871815372,33.64905684953383,1.0
